	Kingdom	Phylum	Class	Order	Family	Genus
ASV_12456	Bacteria	Patescibacteria	Gracilibacteria	NA	NA	NA
ASV_12457	Bacteria	Bacteroidetes	Bacteroidia	NA	NA	NA
ASV_12458	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Azorhizophilus
ASV_12459	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	NA
ASV_12460	Bacteria	Epsilonbacteraeota	Campylobacteria	Campylobacterales	Arcobacteraceae	Arcobacter
ASV_12461	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XI	Peptoniphilus
ASV_12462	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ASV_12463	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Rugamonas
ASV_12464	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	NA	NA
ASV_12465	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	NA
ASV_12466	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
ASV_12467	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
ASV_12468	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
ASV_12469	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella
ASV_12470	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_7
ASV_12471	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus
ASV_12472	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Kocuria
ASV_12473	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Rubrivivax
ASV_12474	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_Incertae_Sedis	Nordella
ASV_12475	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
ASV_12476	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	NA
ASV_12477	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XI	Murdochiella
ASV_12478	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
ASV_12479	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Rugamonas
ASV_12480	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus
ASV_12481	Bacteria	Cyanobacteria	Oxyphotobacteria	Synechococcales	Cyanobiaceae	Synechococcus_CC9902
ASV_12482	Bacteria	Firmicutes	Bacilli	Lactobacillales	NA	NA
ASV_12483	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Arenimonas
ASV_12484	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	NA	NA
ASV_12485	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Catonella
ASV_12486	Eukaryota	Vertebrata	NA	NA	NA	NA
ASV_12487	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
ASV_12488	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Gardnerella
ASV_12489	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	NA
ASV_12490	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
ASV_12491	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	NA
ASV_12492	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	NA
ASV_12493	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XI	Peptoniphilus
ASV_12494	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Photobacterium
ASV_12495	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	endosymbionts8
ASV_12496	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Aureimonas
ASV_12497	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Microscillaceae	NA
ASV_12498	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	NA
ASV_12499	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA
ASV_12500	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	endosymbionts8
ASV_12501	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	Singulisphaera
ASV_12502	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pseudorhodobacter
ASV_12503	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	NA	NA
ASV_12504	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Pseudoxanthomonas
ASV_12505	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium
ASV_12506	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
ASV_12507	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	NA
ASV_12508	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
ASV_12509	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	NA
ASV_12510	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	NA
ASV_12511	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_12512	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Serratia
ASV_12513	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Weissella
ASV_12514	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Chromobacteriaceae	Vogesella
ASV_12515	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Weissella
ASV_12516	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	NA
ASV_12517	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	NA	NA
ASV_12518	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	endosymbionts8
ASV_12519	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus
ASV_12520	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Rhodopseudomonas
ASV_12521	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Pseudogracilibacillus
ASV_12522	Bacteria	NA	NA	NA	NA	NA
ASV_12523	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter
ASV_12524	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus
ASV_12525	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
ASV_12526	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Cellulomonadaceae	Cellulomonas
ASV_12527	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	NA
ASV_12528	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
ASV_12529	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
ASV_12530	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pseudorhodobacter
ASV_12531	Eukaryota	NA	NA	NA	NA	NA
ASV_12532	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Sporosarcina
ASV_12533	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bombiscardovia
ASV_12534	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Kurthia
ASV_12535	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Marinifilaceae	NA
ASV_12536	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	NA
ASV_12537	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas
ASV_12538	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
ASV_12539	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	NA
ASV_12540	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA
ASV_12541	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
ASV_12542	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
ASV_12543	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	NA
ASV_12544	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella
ASV_12545	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Massilia
ASV_12546	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Family_III	Thermoanaerobacterium
ASV_12547	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium
ASV_12548	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
ASV_12549	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_12550	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
ASV_12551	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_12552	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Massilia
ASV_12553	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Lysinibacillus
ASV_12554	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_12555	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Rugamonas
ASV_12556	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Rugamonas
ASV_12557	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Lysinibacillus
ASV_12558	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto_7
ASV_12559	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	NA	NA
ASV_12560	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
ASV_12561	Bacteria	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella
ASV_12562	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	endosymbionts8
ASV_12563	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Myroides
ASV_12564	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma
ASV_12565	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus
ASV_12566	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus
ASV_12567	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	ST-12K33	NA
ASV_12568	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Hypnocyclicus
ASV_12569	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	NA
ASV_12570	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XI	Gallicola
ASV_12571	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XI	Tepidimicrobium
ASV_12572	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium_1
ASV_12573	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Marinilabiliaceae	NA
ASV_12574	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
ASV_12575	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	NA
ASV_12576	Bacteria	Actinobacteria	Actinobacteria	NA	NA	NA
ASV_12577	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia
ASV_12578	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Duganella
ASV_12579	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	endosymbionts8
ASV_12580	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
ASV_12581	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
ASV_12582	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Tabrizicola
ASV_12583	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Defluviimonas
ASV_12584	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
ASV_12585	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Photobacterium
ASV_12586	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto_15
ASV_12587	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	endosymbionts8
ASV_12588	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas
ASV_12589	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma
ASV_12590	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces
ASV_12591	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ASV_12592	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
ASV_12593	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
ASV_12594	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus
ASV_12595	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Rugamonas
ASV_12596	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	NA
ASV_12597	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Sporosarcina
ASV_12598	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	NA
ASV_12599	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Phaselicystidaceae	Phaselicystis
ASV_12600	Bacteria	Actinobacteria	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter
ASV_12601	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
ASV_12602	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Rugamonas
ASV_12603	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Catellicoccus
ASV_12604	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	NA	NA
ASV_12605	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
ASV_12606	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium
ASV_12607	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
ASV_12608	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus
ASV_12609	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XI	Peptoniphilus
ASV_12610	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
ASV_12611	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	NA	NA
ASV_12612	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	NA
ASV_12613	Bacteria	Firmicutes	Bacilli	Lactobacillales	NA	NA
ASV_12614	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira
ASV_12615	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae_RC9_gut_group
ASV_12616	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
ASV_12617	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Rugamonas
ASV_12618	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium
ASV_12619	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	endosymbionts8
ASV_12620	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Anthococcus
ASV_12621	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	NA
ASV_12622	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus
ASV_12623	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
ASV_12624	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
ASV_12625	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ASV_12626	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium
ASV_12627	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Bryocella
ASV_12628	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas
ASV_12629	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Paeniclostridium
ASV_12630	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
ASV_12631	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	NA
ASV_12632	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus
ASV_12633	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	0319-6G20	NA
ASV_12634	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas
ASV_12635	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XI	Peptoniphilus
ASV_12636	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pseudorhodobacter
ASV_12637	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Massilia
ASV_12638	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Azorhizophilus
ASV_12639	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus
ASV_12640	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
ASV_12641	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
ASV_12642	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium_1
ASV_12643	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium
ASV_12644	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
ASV_12645	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Rhodocyclaceae	Dechloromonas
ASV_12646	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Comamonas
ASV_12647	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium
ASV_12648	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Anthococcus
ASV_12649	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Comamonas
ASV_12650	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	NA
ASV_12651	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	NA	NA
ASV_12652	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	NA
ASV_12653	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Neisseriaceae	Vitreoscilla
ASV_12654	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
ASV_12655	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
ASV_12656	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
ASV_12657	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XI	Gottschalkia
ASV_12658	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella
ASV_12659	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Brevibacteriaceae	Sediminivirga
ASV_12660	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	Atopobium
ASV_12661	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium
ASV_12662	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	endosymbionts8
ASV_12663	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_12664	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	NA	NA
ASV_12665	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella
ASV_12666	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
ASV_12667	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
ASV_12668	Bacteria	Proteobacteria	Alphaproteobacteria	Holosporales	Holosporaceae	NA
ASV_12669	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Acidovorax
ASV_12670	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Psychrilyobacter
ASV_12671	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
ASV_12672	Bacteria	Firmicutes	Bacilli	Lactobacillales	NA	NA
ASV_12673	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptostreptococcus
ASV_12674	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	endosymbionts8
ASV_12675	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
ASV_12676	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Saccharococcus
ASV_12677	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Micrococcus
ASV_12678	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
ASV_12679	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Haloimpatiens
ASV_12680	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ASV_12681	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
ASV_12682	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus
ASV_12683	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
ASV_12684	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	NA	NA
ASV_12685	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Candidatus_Berkiella
ASV_12686	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Proteiniphilum
ASV_12687	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter
ASV_12688	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	endosymbionts8
ASV_12689	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
ASV_12690	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
ASV_12691	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Savagea
ASV_12692	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus
ASV_12693	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	NA
ASV_12694	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma
ASV_12695	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
ASV_12696	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Tepidimonas
ASV_12697	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	NA
ASV_12698	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Weissella
ASV_12699	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
ASV_12700	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella
ASV_12701	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	NA	NA
ASV_12702	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	NA
ASV_12703	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Yaniella
ASV_12704	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_12705	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	NA
